Cell Line,CLO_ID,cello_exact,cello_relaxed
mesothelioma cell line:ACC-MESO-4,CLO_0050083,,
mesothelioma cell line:NCI-H2052,CLO_0008042,,
mesothelioma cell line:NCI-H226,CLO_0008068,,
mesothelioma cell line:NCI-H2452,CLO_0008077,,
mesothelioma cell line:NCI-H28,CLO_0008079,,
MeWo,CLO_0007688,CLO:0007687;CLO:0007688,CLO:0007687;CLO:0007688
MFH-ino,CLO_0050084,CLO:0050084,CLO:0050084
MG63,CLO_0007699,CLO:0007699;CLO:0007701;CLO:0050808,CLO:0007699;CLO:0007701;CLO:0050808
MG-63,CLO_0007699,CLO:0007699;CLO:0007701;CLO:0050808,CLO:0007699;CLO:0007701;CLO:0050808
MHH-ES-1,CLO_0007718,CLO:0007718,CLO:0007718
MIA Paca2,CLO_0007726,CLO:0007726;CLO:0050101,CLO:0007726;CLO:0050101
MIA PaCa-2-untreated,CLO_0007726,,
MIA_PaCa-2_pancreatic_ductal_adenocarcinoma,CLO_0007726,,
MiaPaca2,CLO_0007726,CLO:0007726;CLO:0050101,CLO:0007726;CLO:0050101
MIAPaca2,CLO_0007726,CLO:0007726;CLO:0050101,CLO:0007726;CLO:0050101
MIA-PaCa-2,CLO_0007726,CLO:0007726;CLO:0050101,CLO:0007726;CLO:0050101
MIAPaca2 WT,CLO_0007726,,
MiaPaCa2_1,CLO_0007726,,
MiaPaCa2_2,CLO_0007726,,
mixed mullerian tumor cell line:HTMMT,CLO_0050882,,
MKN1,CLO_0050804,CLO:0050804,CLO:0050804
MKN28,CLO_0037142,CLO:0037142,CLO:0037142
MKN28_gastric_tubular_adenocarcinoma,CLO_0037142,,
MKN45,CLO_0050797,CLO:0007733;CLO:0050797,CLO:0007733;CLO:0050797
MKN7,CLO_0050805,CLO:0050805,CLO:0050805
MKN74,CLO_0050798,CLO:0050798,CLO:0050798
ML-2,CLO_0007736,CLO:0007736,CLO:0007736
MM.1S,CLO_0037203,CLO:0037203,CLO:0037203
MM.1S_A-485/GNE-781,CLO_0037203,,
MM.1S_GNE-781,CLO_0037203,,
MM_1S,CLO_0037203,,
MM1.S_A-485,CLO_0037203,,
MM1.S_DMSO_6h,CLO_0037203,,
MM1_S_plasma_cell_myeloma,CLO_0037203,,
MM1S,CLO_0037203,CLO:0037203,CLO:0037203
MM1-S,CLO_0037203,CLO:0037203,CLO:0037203
Mm96,CLO_0007801,,
M-MOK,CLO_0051548,CLO:0051548,CLO:0051548
MNNG-HOS,CLO_0007813,CLO:0003796;CLO:0007813;CLO:0007814,CLO:0003796;CLO:0007813;CLO:0007814
Mo,CLO_0007815,CLO:0007815;CLO:0037184,CLO:0007815;CLO:0037184
MOLM13,CLO_0009848,CLO:0009848,CLO:0009848
MOLM-13,CLO_0009848,CLO:0009848,CLO:0009848
Molm13_CTRL,CLO_0009848,,
MOLM13_empty,CLO_0009848,,
MOLM-13_empty,CLO_0009848,,
MOLM-13_empty vector,CLO_0009848,,
MOLM13_empty_HG,CLO_0009848,,
MOLM13_sgLKB1e2,CLO_0009848,,
MOLM-13_sgNeg2,CLO_0009848,,
MOLM-13_sgSIK3e4,CLO_0009848,,
MOLM13_SIK3TQ,CLO_0009848,,
MOLM13_SIK3TQ_HG,CLO_0009848,,
MOLM-13acute_monocytic_leukemiaAML_Homo_sapiens,CLO_0009848,,
MOLT-3,CLO_0007824,CLO:0007824;CLO:0051008,CLO:0007824;CLO:0051008
MOLT3_adult_T_acute_lymphoblastic_leukemia,CLO_0007824,,
Molt4,CLO_0007825,CLO:0007825;CLO:0032246;CLO:0050992,CLO:0007825;CLO:0032246;CLO:0050992
MOLT4,CLO_0007825,CLO:0007825;CLO:0032246;CLO:0050992,CLO:0007825;CLO:0032246;CLO:0050992
MOLT-4,CLO_0007825,CLO:0007825;CLO:0032246;CLO:0050992,CLO:0007825;CLO:0032246;CLO:0050992
MOLT4_1,CLO_0007825,,
MOLT4_2,CLO_0007825,,
MonoMac6,CLO_0007828,CLO:0007828,CLO:0007828
Monomac6_CTRL,CLO_0007828,,
MRC-5,CLO_0007865,CLO:0007865;CLO:0050055,CLO:0007865;CLO:0050055
MRC-5_fetal_lung_fibroblasts,CLO_0007865,,
MRC-5_MRC5_1DPT,CLO_0007865,,
MRC-5_N_1DPT,CLO_0007865,,
MRC-5_NFD_1DPT,CLO_0007865,,
MSTO,CLO_0007880,,
mucinous adenocarcinoma cell line:JHOM-1,CLO_0051441,,
mucinous cystadenocarcinoma cell line:MCAS,CLO_0037094,,
MUTZ-3,CLO_0007903,CLO:0007903,CLO:0007903
Mutz-3,CLO_0007903,CLO:0007903,CLO:0007903
MV411,CLO_0007906,CLO:0007906,CLO:0007906
MV4-11,CLO_0007906,CLO:0007906,CLO:0007906
MV-411,CLO_0007906,,
MV-4-11,CLO_0007906,CLO:0007906,CLO:0007906
MV-4-11_Childhood_acute_monocytic_leukemia,CLO_0007906,,
MV-4-11_Childhood_acute_monocytic_leukemia_SHFLT3,CLO_0007906,,
MV411_DMSO,CLO_0007906,,
MV411_untreat,CLO_0007906,,
mycosis fungoides T cell lymphoma cell line:HuT 102 TIB-162,CLO_0004303,,
myelodysplastic syndrome cell line:SKM-1,CLO_0037289,,
myeloma cell line:PCM6,CLO_0051009,,
myxofibrosarcoma cell line:MFH-ino,CLO_0050084,,
myxofibrosarcoma cell line:NMFH-1,CLO_0050023,,
N87 DMSO,CLO_0008129,,
Nalm6,CLO_0007938,CLO:0007938;CLO:0050970,CLO:0007938;CLO:0050970
NALM-6,CLO_0007938,CLO:0007938;CLO:0050970,CLO:0007938;CLO:0050970
Nalm6_1,CLO_0007938,,
NALM6_2,CLO_0007938,,
NALM-6_adult_B_acute_lymphoblastic_leukemia,CLO_0007938,,
NALM-6_adult_B_acute_lymphoblastic_leukemia_CASP1,CLO_0007938,,
Namalwa,CLO_0007939,CLO:0007939,CLO:0007939
Namalwa_Burkitt_lymphoma,CLO_0007939,,
Nb4,CLO_0007947,CLO:0007947,CLO:0007947
NB4,CLO_0007947,CLO:0007947,CLO:0007947
NB4_1,CLO_0007947,,
NB4_acute_promyelocytic_leukemia_,CLO_0007947,,
NB69,CLO_0050263,CLO:0050263,CLO:0050263
NB-69,CLO_0050263,CLO:0050263,CLO:0050263
NB69_neuroblastoma,CLO_0050263,,
NBsusSR,CLO_0050117,CLO:0050117,CLO:0050117
NCCIT,CLO_0007955,CLO:0007955,CLO:0007955
NCCIT_testicular_embryonic_carcinoma,CLO_0007955,,
NCCIT_testicular_embryonic_carcinoma_SNF5,CLO_0007955,,
NCC-IT-A3,CLO_0037149,CLO:0037149,CLO:0037149
NCI-H1048,CLO_0007979,CLO:0007979,CLO:0007979
NCI-H1048_no infection,CLO_0007979,,
NCI-H1048_p8-15,CLO_0007979,,
NCI-H1048-cas9_sgHROSA,CLO_0007979,,
NCI-H1048-cas9_sgPOU2F3,CLO_0007979,,
NCI-H1092_p8-15,CLO_0007980,,
NCI-H128,CLO_0007985,CLO:0007985,CLO:0007985
NCI-H128_no infection,CLO_0007985,,
NCI-H128_small_cell_lung_carcinoma,CLO_0007985,,
NCI-H1299,CLO_0007986,CLO:0007986,CLO:0007986
NCI-H1299_EGFP-NEO_reporter_cells_DAC,CLO_0007986,,
NCI-H1299_EGFP-NEO_reporter_cells_DACSB,CLO_0007986,,
NCI-H1299_EGFP-NEO_reporter_cells_DMSO,CLO_0007986,,
NCI-H1299_EGFP-NEO_reporter_cells_SAHA,CLO_0007986,,
NCI-H1299_EGFP-NEO_reporter_cells_SB939,CLO_0007986,,
NCI-H1299_large_cell_lung_carcinoma,CLO_0007986,,
NCI-H1299_mutSMARCA4,CLO_0007986,,
NCI-H1299_mutSMARCA4_Dox,CLO_0007986,,
NCI-H1299_wtSMARCA4,CLO_0007986,,
NCI-H1299_wtSMARCA4_Dox,CLO_0007986,,
NCI-H1299-wtSMARCA4_Dox_SAHA,CLO_0007986,,
NCI-H1385,CLO_0007991,CLO:0007991,CLO:0007991
NCI-H146_no infection,CLO_0007998,,
NCI-H1703,CLO_0008014,CLO:0008014,CLO:0008014
NCI-H1703_squamous_cell_lung_carcinoma_,CLO_0008014,,
NCI-H1770,CLO_0008017,CLO:0008017,CLO:0008017
NCI-H1819,CLO_0008021,CLO:0008021,CLO:0008021
NCI-H1963,CLO_0008034,CLO:0008034,CLO:0008034
NCI-H1975,CLO_0008035,CLO:0008035,CLO:0008035
NCI-H2009,CLO_0008038,CLO:0008038,CLO:0008038
NCI-H2052,CLO_0008042,CLO:0008042,CLO:0008042
NCI-H2087,CLO_0008048,CLO:0008048,CLO:0008048
NCI-H2107,CLO_0008051,CLO:0008051,CLO:0008051
NCI-H2107_p8-15,CLO_0008051,,
NCI-H2107_small_cell_lung_carcinoma,CLO_0008051,,
NCI-H211_no infection,CLO_0008053,,
NCI-H211_p8-15,CLO_0008053,,
NCI-H2171,CLO_0008060,CLO:0008060,CLO:0008060
NCI-H2171 cells,CLO_0008060,,CLO:0008060
NCI-H2171_p8-15,CLO_0008060,,
NCI-H2171_small_cell_lung_carcinoma,CLO_0008060,,
NCI-H226,CLO_0008068,CLO:0008068,CLO:0008068
NCI-H23,CLO_0008071,CLO:0008071,CLO:0008071
NCI-H2452,CLO_0008077,CLO:0008077,CLO:0008077
NCI-H28,CLO_0008079,CLO:0008079,CLO:0008079
NCI-H295R,CLO_0008082,CLO:0008082,CLO:0008082
NCI-H3122,CLO_0037033,CLO:0037033,CLO:0037033
NCI-H3122_lung_adenocarcinoma,CLO_0037033,,
NCI-H358,CLO_0008085,CLO:0008085,CLO:0008085
NCI-H358_human_nnon_small_cell_lung_cancer_cell_line,CLO_0008085,,
NCI-H378_p8-15,CLO_0008086,,
NCI-H441,CLO_0008087,CLO:0008087,CLO:0008087
NCI-H441_squamous_cell_lung_carcinoma_,CLO_0008087,,
NCI-H441_squamous_cell_lung_carcinoma__SIITTF1,CLO_0008087,,
NCI-H446_no infection,CLO_0008088,,
NCIH460,CLO_0008089,CLO:0003601;CLO:0008089,CLO:0003601;CLO:0008089
NCI-H460,CLO_0008089,CLO:0003601;CLO:0008089,CLO:0003601;CLO:0008089
NCI-H460_Large_cell_lung_carcinoma,CLO_0008089,,
NCI-H510_p8-15,CLO_0008092,,
NCI-H510A_no infection,CLO_0008092,,
NCI-H520,CLO_0008093,CLO:0008093,CLO:0008093
NCI-H524,CLO_0008095,CLO:0008095,CLO:0008095
NCI-H524_no infection,CLO_0008095,,
NCI-H524_p8-15,CLO_0008095,,
NCI-H524_small_cell_lung_carcinoma,CLO_0008095,,
NCI-H526,CLO_0008096,CLO:0008096,CLO:0008096
NCI-H526_no infection,CLO_0008096,,
NCI-H526_p8-15,CLO_0008096,,
NCI-H650,CLO_0008101,CLO:0008101,CLO:0008101
NCI-H69,CLO_0008105,CLO:0003609;CLO:0008105,CLO:0003609;CLO:0008105
NCI-H69_DMSO,CLO_0008105,,
NCI-H69_no infection,CLO_0008105,,
NCI-H69_p8-15,CLO_0008105,,
NCI-H727,CLO_0008111,CLO:0008111,CLO:0008111
NCIH810,CLO_0008117,CLO:0008117,CLO:0008117
NCI-H82,CLO_0008118,CLO:0008118,CLO:0008118
NCI-H82_DMSO,CLO_0008118,,
NCI-H82_no infection,CLO_0008118,,
NCI-H82_small_cell_lung_carcinoma,CLO_0008118,,
NCI-H838,CLO_0008121,CLO:0008121,CLO:0008121
NCI-H838_lung_adenocarcinoma,CLO_0008121,,
NCI-H889,CLO_0008125,CLO:0008125,CLO:0008125
NCI-H889_no infection,CLO_0008125,,
NCI-H889_p8-15,CLO_0008125,,
NCI-H889_small_cell_lung_carcinoma,CLO_0008125,,
ncih929,CLO_0008127,CLO:0008127,CLO:0008127
NCI-H929,CLO_0008127,CLO:0008127,CLO:0008127
NCR-G1,CLO_0051395,CLO:0051395,CLO:0051395
NEC14,CLO_0051392,CLO:0051392,CLO:0051392
NEC15,CLO_0051393,CLO:0051393,CLO:0051393
NEC8,CLO_0051391,CLO:0051391,CLO:0051391
neuroblastoma cell line:CHP-134,CLO_0051417,,
neuroblastoma cell line:NBsusSR,CLO_0050117,,
neuroblastoma cell line:NH-12,CLO_0050267,,
neuroectodermal tumor cell line:FU-RPNT-1,CLO_0050891,,
neuroectodermal tumor cell line:FU-RPNT-2,CLO_0050901,,
neuroectodermal tumor cell line:TASK1,CLO_0037092,,
neuroepithelioma cell line:SK-N-MC,CLO_0009058,,
neurofibroma cell line:Hs 53.T,CLO_0003987,,
NGP,CLO_0037091,CLO:0037091,CLO:0037091
NGP_ctrl,CLO_0037091,,
NGP_neuroblastoma,CLO_0037091,,
NGPz_untreat,CLO_0037091,,
NH-12,CLO_0050267,CLO:0050267,CLO:0050267
NK-92,CLO_0008177,CLO:0008177,CLO:0008177
NKM-1,CLO_0009850,CLO:0009850,CLO:0009850
NMFH-1,CLO_0050023,,
NOMO1,CLO_0009851,CLO:0009851,CLO:0009851
NOMO-1,CLO_0009851,CLO:0009851,CLO:0009851
NOMO-1_acute_monocytic_leukemia,CLO_0009851,,
non T non B acute lymphoblastic leukemia (ALL) cell line:P30/OHK,CLO_0051011,,
normal embryonic palatal mesenchymal cell line:HEPM,CLO_0003714,,
normal intestinal epithelial cell line:FHs 74 Int,CLO_0003245,,
NOR-P1,CLO_0050103,CLO:0050103,CLO:0050103
NT2/D1,CLO_0008207,CLO:0008207;CLO:0037150,CLO:0008207;CLO:0037150
NT2-D1,CLO_0008207,CLO:0008207;CLO:0037150,CLO:0008207;CLO:0037150
NT2-D1_embryonic_carcinoma,CLO_0008207,,
NTERA2,CLO_0008208,CLO:0008208,CLO:0008208
NUGC-4,CLO_0050789,CLO:0050789,CLO:0050789
OCI-AML3,CLO_0009853,CLO:0009853,CLO:0009853
OCI-AML-3,CLO_0009853,CLO:0009853,CLO:0009853
OCI-AML3 cells,CLO_0009853,,CLO:0009853
OCI-Ly19,CLO_0037052,CLO:0037052,CLO:0037052
OCI-LY19_diffuse_large_B-cell_lymphoma,CLO_0037052,,
OCUM1,CLO_0037145,CLO:0037145,CLO:0037145
OE33,CLO_0008240,CLO:0008240,CLO:0008240
OMC-2,CLO_0050887,CLO:0050887,CLO:0050887
OMC-9,CLO_0050888,CLO:0050888,CLO:0050888
ONS-76,CLO_0009900,CLO:0009900,CLO:0009900
oral squamous cell carcinoma cell line:Ca9-22,CLO_0051380,,
oral squamous cell carcinoma cell line:HO-1-u-1,CLO_0051384,,
oral squamous cell carcinoma cell line:HSC-3,CLO_0051569,,
oral squamous cell carcinoma cell line:SAS,CLO_0051568,,
OS-RC-2,CLO_0050889,CLO:0050889,CLO:0050889
osteoclastoma cell line:Hs 706.T,CLO_0004066,,
osteosarcoma cell line:143B/TK^(-)neo^(R),CLO_0001088,,
osteosarcoma cell line:HS-Os-1,CLO_0050022,,
Ovarian Cancer Cell,CLO_0037296,,
OVCAR-3,CLO_0008279,CLO:0008171;CLO:0008279;CLO:0051451,CLO:0008171;CLO:0008279;CLO:0051451
OVCAR3_high_grade_ovarian_serous_adenocarcinoma,CLO_0008279,,
OVCAR-5,CLO_0008280,CLO:0008280,CLO:0008280
P12,CLO_0008298,CLO:0008298,CLO:0008298
P12_ICHIKAWA,CLO_0008298,,
P12_P12-Ichikawa_Childhood_T_acute_lymphoblastic_leukemia,CLO_0008298,,
P12-ICHIKAWA,CLO_0008298,CLO:0008298,CLO:0008298
P30,CLO_0051011,,
P31,CLO_0009855,,
PA-1,CLO_0008350,CLO:0008350,CLO:0008350
pagetoid sarcoma cell line:Hs 925.T,CLO_0004233,,
Panc1,CLO_0008381,CLO:0008381;CLO:0050102,CLO:0008381;CLO:0050102
PANC1,CLO_0008381,CLO:0008381;CLO:0050102,CLO:0008381;CLO:0050102
panc1,CLO_0008381,CLO:0008381;CLO:0050102,CLO:0008381;CLO:0050102
PANC-1,CLO_0008381,CLO:0008381;CLO:0050102,CLO:0008381;CLO:0050102
PANC1_1,CLO_0008381,,
PANC1_2,CLO_0008381,,
PANC1_3,CLO_0008381,,
PANC1_4,CLO_0008381,,
PANC1_pancreatic_ductal_adenocarcinoma,CLO_0008381,,
PANC1-untreated,CLO_0008381,,
pancreatic carcinoma cell line:NOR-P1,CLO_0050103,,
papillary adenocarcinoma cell line:8505C,CLO_0001513,,
papillotubular adenocarcinoma cell line:TGBC18TKB,CLO_0051538,,
Patu8902-untreated,CLO_0008382,,
PATU8988,CLO_0008383,,
PATU8988S WT,CLO_0008383,,
PATU8988S_GFP_DOX,CLO_0008383,,
PaTu8988S_pancreatic_adenocarcinoma,CLO_0008383,,
PATU8988S_TP63dN_DOX,CLO_0008383,,
PC_3,CLO_0008395,,
PC-14,CLO_0008394,CLO:0008394,CLO:0008394
PC3,CLO_0008395,CLO:0008395;CLO:0037036;CLO:0051535,CLO:0008395;CLO:0037036;CLO:0051535
PC-3,CLO_0008395,CLO:0008395;CLO:0037036;CLO:0051535,CLO:0008395;CLO:0037036;CLO:0051535
PC3 cells,CLO_0008395,,CLO:0008395;CLO:0037036;CLO:0051535
PC3_COMBO,CLO_0008395,,
PC3_DMSO,CLO_0008395,,
PC3_GSK126,CLO_0008395,,
PC3_Vorinostat,CLO_0008395,,
PC3bone_mets_prostate_adenocarcinoma,CLO_0008395,,
PC3bone_mets_prostate_adenocarcinoma_R1881,CLO_0008395,,
PCM6,CLO_0051009,CLO:0051009,CLO:0051009
peripheral neuroectodermal tumor cell line:KU-SN,CLO_0050141,,
PF382,CLO_0008421,CLO:0008421,CLO:0008421
PF-382,CLO_0008421,CLO:0008421,CLO:0008421
PF-382_childhood_T_acute_lymphoblastic_leukemia,CLO_0008421,,
Pfeiffer,CLO_0008423,CLO:0008423,CLO:0008423
PFEIFFER,CLO_0008423,CLO:0008423,CLO:0008423
Pfeiffer_DMSO,CLO_0008423,,
PFSK1,CLO_0008425,CLO:0008425,CLO:0008425
PFSK-1,CLO_0008425,CLO:0008425,CLO:0008425
PFSK1_primitive_neuroectodermal_tumor,CLO_0008425,,
pharyngeal carcinoma cell line:Detroit 562,CLO_0002752,,
plasma cell leukemia cell line:ARH-77,CLO_0001745,,
PLC\PRF\5,CLO_0008458,,
pleomorphic hepatocellular carcinoma cell line:SNU-387,CLO_0009097,,
Primary Human BJ Fibroblasts,CLO_0001980,,
prostate cancer cell line:DU145,CLO_0002840,,
prostate cancer cell line:PC-3,CLO_0008395,,
prostate carcinoma epithelial cell line 22Rv1,CLO_0001200,,
ps15-u2os-eto,CLO_0009454,,
PSN1-untreated,CLO_0008512,,
QGP-1,CLO_0037113,CLO:0037113,CLO:0037113
ra1,CLO_0008738,,
RAJI,CLO_0008734,CLO:0008734;CLO:0019014;CLO:0050995,CLO:0008734;CLO:0019014;CLO:0050995
Raji,CLO_0008734,CLO:0008734;CLO:0019014;CLO:0050995,CLO:0008734;CLO:0019014;CLO:0050995
Raji lymphoblastic B cells,CLO_0008734,,
Raji_B,CLO_0008734,,
Raji_Burkitt_lymphoma,CLO_0008734,,
Raji_DMSO,CLO_0008734,,
Raji_JQ1,CLO_0008734,,
Ramos,CLO_0008738,CLO:0008738;CLO:0008739,CLO:0008738;CLO:0008739
RAMOS,CLO_0008738,CLO:0008738;CLO:0008739,CLO:0008738;CLO:0008739
RCC_7860_Renal_cell_carcinoma,CLO_0001486,,
RD,CLO_0037056,CLO:0008693;CLO:0008770,CLO:0008693;CLO:0008770
RD-Fusion-Negative-Rhabdomyosarcoma,CLO_0037056,,
REC1,CLO_0037056,CLO:0037056,CLO:0037056
REC-1,CLO_0037056,CLO:0037056,CLO:0037056
Rec-1_GSI,CLO_0037056,,
REC-1_Mantle_cell_lymphoma,CLO_0037056,,
Rec-1_WO,CLO_0037056,,
rectal cancer cell line:TT1TKB,CLO_0051401,,
REH,CLO_0008781,CLO:0008781;CLO:0008782,CLO:0008781;CLO:0008782
Reh,CLO_0008781,CLO:0008781;CLO:0008782,CLO:0008781;CLO:0008782
Reh_ATCC_CRL-8286,CLO_0008781,,
renal cell carcinoma cell line:OS-RC-2,CLO_0050889,,
renal cell carcinoma cell line:TUHR10TKB,CLO_0050896,,
RERF-GC-1B,CLO_0037146,CLO:0037146,CLO:0037146
RERF-LC-AI,CLO_0050027,CLO:0050027,CLO:0050027
retinoblastoma cell line:Y79,CLO_0009709,,
Rh1,CLO_0009878,CLO:0009878,CLO:0009878
RH30,CLO_0037074,CLO:0009030;CLO:0037074;CLO:0037076,CLO:0009030;CLO:0037074;CLO:0037076
Rh41,CLO_0037075,CLO:0037075,CLO:0037075
rhabdomyosarcoma cell line:KYM-1,CLO_0037073,,
rhabdomyosarcoma cell line:RMS-YM,CLO_0050151,,
RKO,CLO_0008825,CLO:0008825,CLO:0008825
RL,CLO_0008828,CLO:0008828,CLO:0008828
RL DMSO,CLO_0008828,,
RL_lenalidomide_tazemetostat,CLO_0008828,,
RL_R1446C_gRNA1,CLO_0008828,,
RL_R1446C_gRNA1_KDAC001,CLO_0008828,,
RL_R1446C_gRNA1_KDAC005,CLO_0008828,,
RL_tazemetostat,CLO_0008828,,
RL_WT_gRNA1,CLO_0008828,,
RL95-2,CLO_0008830,CLO:0008830,CLO:0008830
RL95-2_endometrial_adenosquamous_carcinoma,CLO_0008830,,
RMG1_ARID1A KO,CLO_0037103,,
RMG-I,CLO_0037103,CLO:0037103,CLO:0037103
RMS-YM,CLO_0050151,CLO:0050151,CLO:0050151
RPMI 2650,CLO_0008876,CLO:0008869;CLO:0008876,CLO:0008869;CLO:0008876
RPMI1788,CLO_0051022,CLO:0008867;CLO:0013924;CLO:0031846;CLO:0051022,CLO:0008867;CLO:0013924;CLO:0031846;CLO:0051022
RPMI7951,CLO_0008877,CLO:0008877,CLO:0008877
RPMI8402,CLO_0009857,CLO:0008874;CLO:0009857,CLO:0008874;CLO:0009857
RPMI-8402,CLO_0009857,CLO:0008874;CLO:0009857,CLO:0008874;CLO:0009857
RPMI-8402_T_acute_lymphoblastic_leukemia,CLO_0009857,,
RS4_11_AZD1775 _10h,CLO_0008883,,
RS4_11_AZD1775 _4h,CLO_0008883,,
RS4_11_DMSO_10h,CLO_0008883,,
RS4_11_DMSO_4h,CLO_0008883,,
RS411,CLO_0008883,CLO:0008883,CLO:0008883
RS4-11,CLO_0008883,CLO:0008883,CLO:0008883
RS4-11_adult_B_acute_lymphoblastic_leukemia,CLO_0008883,,
RS4-11_adult_B_acute_lymphoblastic_leukemia_DEX,CLO_0008883,,
RWPE1,CLO_0008905,CLO:0008905,CLO:0008905
RWPE-1,CLO_0008905,CLO:0008905,CLO:0008905
RWPE1 Lacz rep1,CLO_0008905,,
RWPE1 Schlap1 rep1,CLO_0008905,,
RWPE1_prostate_epithelial_cells,CLO_0008905,,
RWPE2,CLO_0008906,CLO:0008906,CLO:0008906
RWPE-2,CLO_0008906,CLO:0008906,CLO:0008906
sacrococcigeal teratoma cell line:HTST,CLO_0050139,,
SAH_SMARCB1_K364del/+,CLO_0037307,,
SAH_WT,CLO_0037307,,
Saos-2,CLO_0008947,CLO:0008947;CLO:0050140,CLO:0008947;CLO:0050140
SaOS-2,CLO_0008947,CLO:0008947;CLO:0050140,CLO:0008947;CLO:0050140
SaOS2_osteosarcoma,CLO_0008947,,
saos-rep1,CLO_0008947,,
saos-rep2,CLO_0008947,,
SAS,CLO_0051568,CLO:0051568,CLO:0051568
SCC25,CLO_0008967,CLO:0008967,CLO:0008967
SCC-25,CLO_0008967,CLO:0008967,CLO:0008967
SCC-9,CLO_0008969,CLO:0008969,CLO:0008969
SCH,CLO_0037148,CLO:0037148,CLO:0037148
schwannoma cell line:HS-PSS,CLO_0051534,,
schwannoma cell line:HS-PSS tech_rep2,CLO_0051534,,
serous adenocarcinoma cell line:JHOS-2,CLO_0051440,,
serous adenocarcinoma cell line:SK-OV-3-R after co-culture with SOC-57-02-G biol_rep1,CLO_0009063,,
serous adenocarcinoma cell line:SK-OV-3-R biol_rep1,CLO_0009063,,
serous cystadenocarcinoma cell line:HTOA,CLO_0051442,,
SF268,CLO_0009902,CLO:0009902,CLO:0009902
SF268_astrocytoma_,CLO_0009902,,
SHSY5Y,CLO_0009015,CLO:0009015,CLO:0009015
SH-SY5Y,CLO_0009015,CLO:0009015,CLO:0009015
SH-SY5Y_DMSO_3h,CLO_0009015,,
SH-SY5Y_neuroblastoma,CLO_0009015,,
SH-SY5Y_neuroblastoma_OVERMYCN_24H,CLO_0009015,,
SH-SY5Y_neuroblastoma_OVERMYCN_48H,CLO_0009015,,
SH-SY5Y_untreat,CLO_0009015,,
SH-SY5Y-MYCN-OFF,CLO_0009015,,
signet ring carcinoma cell line:Kato III,CLO_0007073,,
signet ring carcinoma cell line:NUGC-4,CLO_0050789,,
SiHa,CLO_0009017,CLO:0009017,CLO:0009017
SJCRH30,CLO_0037076,CLO:0009030;CLO:0037074;CLO:0037076,CLO:0009030;CLO:0037074;CLO:0037076
SJSA-1,CLO_0009031,CLO:0009031,CLO:0009031
SJSA-1osteosarcoma,CLO_0009031,,
SK-BR-3,CLO_0009034,CLO:0009034;CLO:0037295,CLO:0009034;CLO:0037295
SK-BR-3_breast_adenocarcinoma,CLO_0009034,,
SK-BR-3_breast_adenocarcinoma_EGF,CLO_0009034,,
SK-BR-3_breast_adenocarcinoma_HRG,CLO_0009034,,
SK-ES-1,CLO_0009036,CLO:0009036,CLO:0009036
SKG-II-SF,CLO_0050918,CLO:0050918,CLO:0050918
SK-LMS-1_HDAC4KO,CLO_0009038,,
SK-LMS-1_WT,CLO_0009038,,
SKM-1,CLO_0037289,CLO:0037289,CLO:0037289
SKMEL2,CLO_0009041,CLO:0009041,CLO:0009041
SK-MEL-28,CLO_0009043,CLO:0009043,CLO:0009043
SKMEL30,CLO_0009045,CLO:0009045,CLO:0009045
SKMEL5,CLO_0009047,CLO:0009047,CLO:0009047
SK-MEL-5,CLO_0009047,CLO:0009047,CLO:0009047
SK-MEL-5_Cutaneous_melanoma,CLO_0009047,,
SK-MEL-5_DMSO_6h,CLO_0009047,,
SKMNC,CLO_0009058,,
SK-N-AS,CLO_0009051,CLO:0009051,CLO:0009051
SK-N-AS_neuroblastoma,CLO_0009051,,
SK-N-BE_2_-C,CLO_0009053,,
SK-N-BE_2_-C_GFP_control,CLO_0009053,,
SK-N-BE_2_-C_naive_JQ1,CLO_0009053,,
SK-N-BE_2_-C_naive_vehicle,CLO_0009053,,
SK-N-BE_2_-C_PI3K_engineered,CLO_0009053,,
SK-N-BE_2_-C_resistant_JQ1,CLO_0009053,,
SK-N-BE_2_-C_resistant_vehicle,CLO_0009053,,
SK-N-BE_2-C,CLO_0009053,,
SK-N-BE2,CLO_0009052,CLO:0009052,CLO:0009052
SK-N-BE2-C,CLO_0009053,,
SKNDZ,CLO_0009054,CLO:0009054,CLO:0009054
SK-N-DZ,CLO_0009054,CLO:0009054,CLO:0009054
SK-N-FI,CLO_0009057,CLO:0009056;CLO:0009057,CLO:0009056;CLO:0009057
SKNMC,CLO_0009058,CLO:0009058,CLO:0009058
SK-N-MC,CLO_0009058,CLO:0009058,CLO:0009058
SK-N-MC_Askin_tumor,CLO_0009058,,
SK-N-MC_Askin_tumor_SHFLI_48H,CLO_0009058,,
SK-N-MC_Askin_tumor_SHFLI_96H,CLO_0009058,,
SK-N-MC_Askin_tumor_SHGFP_48H,CLO_0009058,,
SK-N-MC_Askin_tumor_SHGFP_96H,CLO_0009058,,
SKNSH,CLO_0009059,CLO:0009059;CLO:0050268,CLO:0009059;CLO:0050268
sknsh,CLO_0009059,CLO:0009059;CLO:0050268,CLO:0009059;CLO:0050268
SK-N-SH,CLO_0009059,CLO:0009059;CLO:0050268,CLO:0009059;CLO:0050268
SK-N-SH_neuroblastoma,CLO_0009059,,
SKOV3,CLO_0009063,CLO:0009063,CLO:0009063
